GVKEY,TICKER,DATADATE,FYEAR,CSHTR_C,CSHTR_F,PRCH_C,PRCL_C,PRCC_C,MKVALT,est_avg_price,calendar_avg,fiscal_avg,COMPANYID,ENDDATE
007085,MAS,2004-12-31,2004.0,556678600.0,556678600.0,37.02,25.88,36.53,16318.6816,33.14333333333334,2209042.0634920634,2209042.0634920634,181478,
007085,MAS,2005-12-31,2005.0,603040800.0,603040800.0,38.43,27.15,30.19,12650.8176,31.92333333333333,2393019.047619048,2393019.047619048,181478,
007085,MAS,2006-12-31,2006.0,705453500.0,705453500.0,33.7,25.85,29.87,11466.7943,29.80666666666667,2799418.6507936507,2799418.6507936507,181478,
007085,MAS,2007-12-31,2007.0,982011292.0,982011292.0,34.72,20.89,21.61,7755.829,25.74,3896870.206349206,3896870.206349206,181478,
007085,MAS,2008-12-31,2008.0,1522603336.0,1522603336.0,23.5,6.82,11.13,3911.082,13.816666666666668,6042076.73015873,6042076.73015873,181478,
007085,MAS,2009-12-31,2009.0,1407608509.0,1407608509.0,15.5,3.64,13.81,4839.024,10.983333333333334,5585748.051587301,5585748.051587301,181478,
007085,MAS,2010-12-31,2010.0,1294860118.0,1294860118.0,18.775,9.94,12.66,4413.276,13.791666666666666,5138333.801587301,5138333.801587301,181478,
007085,MAS,2011-12-31,2011.0,1428952051.0,1428952051.0,15.03,6.6,10.48,3645.992,10.703333333333331,5670444.646825396,5670444.646825396,181478,
007085,MAS,2012-12-31,2012.0,1568994030.0,1568994030.0,17.19,10.75,16.66,5814.34,14.866666666666667,6226166.785714285,6226166.785714285,181478,
007085,MAS,2013-12-31,2013.0,1128320540.0,1128320540.0,22.94,16.91,22.77,7958.115,20.87333333333333,4477462.46031746,4477462.46031746,181478,
007085,MAS,2014-12-31,2014.0,1118870488.0,1118870488.0,25.58,19.5,25.2,8694.0,23.426666666666662,4439962.253968254,4439962.253968254,181478,
007085,MAS,2015-12-31,2015.0,1080380365.0,1080380365.0,30.61,22.52,28.3,9353.15,27.14333333333333,4287223.670634921,4287223.670634921,181478,
007085,MAS,2016-12-31,2016.0,1018995457.0,1018995457.0,37.375,23.1,31.62,10055.16,30.69833333333333,4043632.765873016,4043632.765873016,181478,
007085,MAS,2017-12-31,2017.0,651767853.0,651767853.0,44.44,31.29,43.94,13638.976,39.88999999999999,2586380.369047619,2586380.369047619,181478,
007085,MAS,2018-12-31,2018.0,926719346.0,926719346.0,46.445,27.03,29.24,8593.636,34.23833333333333,3677457.722222222,3677457.722222222,181478,
007085,MAS,2019-12-31,2019.0,807122808.0,807122808.0,48.36,28.62,47.99,13226.044,41.656666666666666,3202868.285714286,3202868.285714286,181478,
007085,MAS,2020-12-31,2020.0,706651671.0,706651671.0,60.16,27.04,54.93,14182.926,47.376666666666665,2804173.297619048,2804173.297619048,181478,
007085,MAS,2021-12-31,2021.0,488380575.0,488380575.0,70.82,51.97,70.22,16937.064,64.33666666666666,1938018.1547619049,1938018.1547619049,181478,
007085,MAS,2022-12-31,2022.0,534015341.0,534015341.0,71.055,42.33,46.67,10514.751,53.35166666666667,2119108.496031746,2119108.496031746,181478,
007085,MAS,2023-12-31,2023.0,449433082.0,449433082.0,69.66,46.69,66.98,14775.788,61.10999999999999,1783464.611111111,1783464.611111111,181478,
007116,MAT,1999-12-31,1999.0,796353500.0,796353500.0,30.3125,11.6875,13.125,5533.5,18.375,3160132.936507937,3160132.936507937,31197,
007116,MAT,2003-12-31,2003.0,662572581.0,662572581.0,23.2,18.57,19.27,8257.195,20.346666666666664,2629256.273809524,2629256.273809524,31197,
007116,MAT,2007-12-31,2007.0,999043915.0,999043915.0,29.71,18.83,19.04,6881.056,22.526666666666667,3964459.98015873,3964459.98015873,31197,
007116,MAT,2008-12-31,2008.0,960793394.0,960793394.0,21.991,10.89,16.0,5736.0,16.293666666666667,3812672.198412698,3812672.198412698,31197,
007116,MAT,2009-12-31,2009.0,963790361.0,963790361.0,21.05,10.36,19.98,7230.762,17.13,3824564.9246031744,3824564.9246031744,31197,
007116,MAT,2010-12-31,2010.0,1321275811.0,1321275811.0,26.7,19.07,25.43,8877.613,23.73333333333333,5243157.98015873,5243157.98015873,31197,
007116,MAT,2011-12-31,2011.0,949715082.0,949715082.0,29.4,22.7,27.76,9355.12,26.62,3768710.642857143,3768710.642857143,31197,
007116,MAT,2012-12-31,2012.0,668844454.0,668844454.0,37.96,27.73,36.62,12535.026,34.10333333333333,2654144.6587301586,2654144.6587301586,31197,
007116,MAT,2013-12-31,2013.0,601470805.0,601470805.0,48.48,35.47,47.58,16143.894,43.84333333333333,2386788.9087301586,2386788.9087301586,31197,
007116,MAT,2014-12-31,2014.0,934733955.0,934733955.0,47.72,28.6701,30.945,10462.5045,35.77836666666667,3709261.726190476,3709261.726190476,31197,
007116,MAT,2015-12-31,2015.0,1397400189.0,1397400189.0,31.245,19.445,27.17,9229.649,25.953333333333333,5545238.845238095,5545238.845238095,31197,
007116,MAT,2016-12-31,2016.0,1032856465.0,1032856465.0,34.76,23.85,27.55,9433.12,28.72,4098636.765873016,4098636.765873016,31197,
007116,MAT,2017-12-31,2017.0,1971694801.0,1971694801.0,31.6,12.71,15.38,5287.644,19.89666666666667,7824185.718253968,7824185.718253968,31197,
007116,MAT,2018-12-31,2018.0,1197633167.0,1197633167.0,18.88,9.09,9.99,3449.547,12.653333333333334,4752512.567460317,4752512.567460317,31197,
007116,MAT,2019-12-31,2019.0,1453577117.0,1453577117.0,17.265,9.06,13.55,4699.14,13.291666666666666,5768163.162698412,5768163.162698412,31197,
007116,MAT,2020-12-31,2020.0,1138432928.0,1138432928.0,18.385,6.53,17.45,6076.09,14.121666666666668,4517590.984126984,4517590.984126984,31197,
007116,MAT,2021-12-31,2021.0,674682590.0,674682590.0,23.31,16.85,21.56,7561.092,20.57333333333333,2677311.865079365,2677311.865079365,31197,
007116,MAT,2022-12-31,2022.0,833190792.0,833190792.0,26.99,16.21,17.84,6322.496,20.346666666666668,3306312.6666666665,3306312.6666666665,31197,
007116,MAT,2023-12-31,2023.0,761051355.0,761051355.0,22.64,15.36,18.88,6579.68,18.96,3020045.0595238097,3020045.0595238097,31197,
007127,MAY.2,2005-01-31,2004.0,512098200.0,566547700.0,36.48,23.04,29.4,9935.2086,29.64,2032135.7142857143,2248205.1587301586,287856,
007146,MKC,2015-11-30,2015.0,172780843.0,171349729.0,87.46,70.7,85.56,10936.914,81.24,685638.2658730159,679959.2420634921,181176,
007146,MKC,2016-11-30,2016.0,188000495.0,187356132.0,107.84,78.45,93.33,11442.066,93.20666666666666,746033.7103174604,743476.7142857143,181176,
007146,MKC,2017-11-30,2017.0,221572413.0,219450617.0,106.5,89.65,101.91,13385.88,99.35333333333334,879255.6071428572,870835.7817460317,181176,
007146,MKC,2018-11-30,2018.0,256262873.0,248237090.0,156.0,98.34,139.24,19814.136,131.19333333333336,1016916.1626984128,985067.8174603176,181176,
007146,MKC,2019-11-30,2019.0,231626561.0,243360638.0,173.31,119.0,169.73,22489.047,154.01333333333332,919153.0198412698,965716.8174603176,181176,
007146,MKC,2020-11-30,2020.0,360182516.0,181979322.0,105.535,56.1125,95.6,24925.661,85.74916666666665,1429295.6984126985,722140.1666666666,181176,
007146,MKC,2021-11-30,2021.0,320265177.0,306970061.0,98.8,77.85,96.61,22971.79,91.08666666666666,1270893.5595238097,1218135.1626984128,181176,
007146,MKC,2022-11-30,2022.0,330616496.0,344922714.0,107.35,71.19,82.89,22807.708,87.14333333333333,1311970.2222222222,1368740.9285714286,181176,
007146,MKC,2023-11-30,2023.0,400206761.0,390311215.0,94.39,59.13,68.42,17375.211,73.98,1588122.0674603174,1548854.0277777778,181176,
007152,MDRIQ,2006-12-31,2006.0,327846600.0,327846600.0,53.36,29.733333333333,50.86,5639.6111,44.65111111111099,1300978.5714285714,1300978.5714285714,288033,
007152,MDRIQ,2007-12-31,2007.0,736256652.0,736256652.0,62.78,22.16,59.03,13333.1061,47.99,2921653.380952381,2921653.380952381,288033,
007152,MDRIQ,2008-12-31,2008.0,1039423352.0,1039423352.0,67.14,5.98,9.88,2255.9399,27.666666666666668,4124695.8412698414,4124695.8412698414,288033,
007152,MDRIQ,2009-12-31,2009.0,866104878.0,866104878.0,27.89,9.1,24.01,5540.3075,20.33333333333333,3436924.119047619,3436924.119047619,288033,
007152,MDRIQ,2010-12-31,2010.0,679070891.0,679070891.0,28.98,12.1,20.69,4839.0807,20.59,2694725.757936508,2694725.757936508,288033,
007152,MDRIQ,2011-12-31,2011.0,891139987.0,891139987.0,26.14,9.34,11.51,2705.4946,15.663333333333334,3536269.78968254,3536269.78968254,288033,
007154,MCD,1998-12-31,1998.0,567761785.0,567761785.0,79.5,44.625,76.8125,52086.5563,66.97916666666667,2253022.956349206,2253022.956349206,139488,
007154,MCD,1999-12-31,1999.0,865374000.0,865374000.0,49.5625,35.9375,40.3125,54454.125,41.9375,3434023.8095238097,3434023.8095238097,139488,
007154,MCD,2000-12-31,2000.0,1170987100.0,1170987100.0,43.625,26.375,34.0,44366.6,34.666666666666664,4646774.206349206,4646774.206349206,139488,
007154,MCD,2001-12-31,2001.0,1202168800.0,1202168800.0,35.0625,24.75,26.47,33900.129,28.76083333333333,4770511.111111111,4770511.111111111,139488,
