GVKEY,TICKER,DATADATE,FYEAR,CSHTR_C,CSHTR_F,PRCH_C,PRCL_C,PRCC_C,MKVALT,est_avg_price,calendar_avg,fiscal_avg,COMPANYID,ENDDATE
001045,AAL,2010-12-31,2010.0,3061813433.0,3061813433.0,10.5,5.8602,7.79,2597.5755,8.050066666666666,12150053.305555556,12150053.305555556,168569,
001045,AAL,2013-12-31,2013.0,2854750964.0,2854750964.0,27.2,0.8012,25.25,6591.9923,17.7504,11328376.84126984,11328376.84126984,168569,
001045,AAL,2014-12-31,2014.0,3119956104.0,3119956104.0,54.64,25.06,53.63,37405.5843,44.443333333333335,12380778.19047619,12380778.19047619,168569,
001045,AAL,2015-12-31,2015.0,2905809743.0,2905809743.0,56.2,34.1,42.35,26452.7417,44.21666666666667,11530991.043650793,11530991.043650793,168569,
001045,AAL,2016-12-31,2016.0,2308466166.0,2308466166.0,50.64,24.85,46.69,23685.5569,40.72666666666667,9160580.023809524,9160580.023809524,168569,
001045,AAL,2017-12-31,2017.0,1471495041.0,1471495041.0,54.48,39.21,52.03,24740.6812,48.57333333333333,5839266.035714285,5839266.035714285,168569,
001045,AAL,2018-12-31,2018.0,1717378368.0,1717378368.0,59.08,29.59,32.11,14790.2192,40.26,6814993.523809524,6814993.523809524,168569,
001045,AAL,2019-12-31,2019.0,1757679604.0,1757679604.0,37.23,24.23,28.68,12280.862,30.046666666666663,6974919.063492063,6974919.063492063,168569,
001045,AAL,2020-12-31,2020.0,17134104633.0,17134104633.0,30.78,8.25,15.77,9800.7396,18.266666666666666,67992478.70238096,67992478.70238096,168569,
001045,AAL,2021-12-31,2021.0,9607454170.0,9607454170.0,26.09,14.71,17.96,11633.1949,19.586666666666662,38124818.13492064,38124818.13492064,168569,
001045,AAL,2022-12-31,2022.0,8862263065.0,8862263065.0,21.42,11.6514,12.72,8276.1662,15.263800000000002,35167710.57539683,35167710.57539683,168569,
001045,AAL,2023-12-31,2023.0,6922323460.0,6922323460.0,19.08,10.86,13.74,8989.711,14.56,27469537.53968254,27469537.53968254,168569,
001075,PNW,2014-12-31,2014.0,231263848.0,231263848.0,71.11,51.15,68.31,7553.105,63.52333333333333,917713.6825396824,917713.6825396824,296957,
001075,PNW,2015-12-31,2015.0,226486358.0,226486358.0,73.31,56.01,64.48,7155.9904,64.60000000000001,898755.3888888889,898755.3888888889,296957,
001075,PNW,2016-12-31,2016.0,200578643.0,200578643.0,82.78,62.51,78.03,8687.6261,74.44,795946.996031746,795946.996031746,296957,
001075,PNW,2017-12-31,2017.0,166621175.0,166621175.0,92.48,75.79,85.18,9519.0354,84.48333333333333,661195.1388888889,661195.1388888889,296957,
001075,PNW,2018-12-31,2018.0,236025560.0,236025560.0,92.64,73.4136,85.2,9551.0904,83.7512,936609.3650793652,936609.3650793652,296957,
001075,PNW,2019-12-31,2019.0,245931175.0,245931175.0,99.81,81.63,89.93,10111.3695,90.45666666666666,975917.3611111112,975917.3611111112,296957,
001075,PNW,2020-12-31,2020.0,263504392.0,263504392.0,105.51,60.05,79.95,9009.4056,81.83666666666666,1045652.3492063492,1045652.3492063492,296957,
001075,PNW,2021-12-31,2021.0,255761798.0,255761798.0,88.54,62.78,70.59,7971.5169,73.97,1014927.7698412698,1014927.7698412698,296957,
001075,PNW,2022-12-31,2022.0,206271741.0,206271741.0,80.6,59.03,76.04,8605.6749,71.89,818538.6547619047,818538.6547619047,296957,
001075,PNW,2023-12-31,2023.0,214855175.0,214855175.0,86.03,68.55,71.84,8148.452,75.47333333333333,852599.9007936508,852599.9007936508,296957,
001078,ABT,1998-12-31,1998.0,564141388.0,564141388.0,50.0625,32.53099823,49.0,74287.087,43.86449941,2238656.301587302,2238656.301587302,247483,
001078,ABT,1999-12-31,1999.0,893827300.0,893827300.0,53.3125,27.9375,36.3125,56176.1638,39.1875,3546933.73015873,3546933.73015873,247483,
001078,ABT,2000-12-31,2000.0,950536300.0,950536300.0,56.25,29.375,48.4375,74881.1781,44.6875,3771969.444444445,3771969.444444445,247483,
001078,ABT,2001-12-31,2001.0,861504600.0,861504600.0,57.17,42.0,55.75,86665.0475,51.64000000000001,3418669.047619048,3418669.047619048,247483,
001078,ABT,2002-12-31,2002.0,1192816500.0,1192816500.0,58.0,29.8,40.0,62522.72,42.6,4733398.80952381,4733398.80952381,247483,
001078,ABT,2003-12-31,2003.0,969758756.0,969758756.0,47.15,33.75,46.6,72906.5388,42.5,3848249.031746032,3848249.031746032,247483,
001078,ABT,2004-12-31,2004.0,1004227900.0,1004227900.0,47.63,38.26,46.65,72775.1196,44.18,3985031.349206349,3985031.349206349,247483,
001078,ABT,2005-12-31,2005.0,1070330200.0,1070330200.0,50.0,37.5,39.43,60692.0361,42.31,4247342.063492063,4247342.063492063,247483,
001078,ABT,2006-12-31,2006.0,1244545100.0,1244545100.0,49.87,39.18,48.71,74879.1065,45.92,4938671.031746032,4938671.031746032,247483,
001078,ABT,2007-12-31,2007.0,1587878696.0,1587878696.0,59.5,48.75,56.15,87027.4465,54.8,6301105.936507937,6301105.936507937,247483,
001078,ABT,2008-12-31,2008.0,1978816000.0,1978816000.0,61.09,45.75,53.37,82853.3492,53.403333333333336,7852444.444444444,7852444.444444444,247483,
001078,ABT,2009-12-31,2009.0,2300247457.0,2300247457.0,57.39,41.27,53.99,83747.5603,50.88333333333333,9127966.099206349,9127966.099206349,247483,
001078,ABT,2010-12-31,2010.0,1962696386.0,1962696386.0,56.79,44.59,47.91,74116.0034,49.76333333333333,7788477.722222222,7788477.722222222,247483,
001078,ABT,2011-12-31,2011.0,2143456298.0,2143456298.0,56.44,45.07,56.23,88302.4112,52.57999999999999,8505778.96031746,8505778.96031746,247483,
001078,ABT,2012-12-31,2012.0,1737490293.0,1737490293.0,72.47,53.96,65.5,103271.6885,63.97666666666667,6894802.75,6894802.75,247483,
001078,ABT,2013-12-31,2013.0,2031236012.0,2031236012.0,38.81,31.64,38.33,59338.5963,36.26,8060460.365079365,8060460.365079365,247483,
001078,ABT,2014-12-31,2014.0,1515292179.0,1515292179.0,46.5,35.65,45.02,67891.7357,42.39000000000001,6013064.202380952,6013064.202380952,247483,
001078,ABT,2015-12-31,2015.0,1465955962.0,1465955962.0,51.74,39.0,44.91,66137.3852,45.21666666666667,5817285.563492063,5817285.563492063,247483,
001078,ABT,2016-12-31,2016.0,2283606969.0,2283606969.0,45.79,36.0,38.41,56572.8983,40.06666666666666,9061932.416666666,9061932.416666666,247483,
001078,ABT,2017-12-31,2017.0,1656250080.0,1656250080.0,57.765,38.34,57.07,99507.3661,51.05833333333334,6572420.952380952,6572420.952380952,247483,
001078,ABT,2018-12-31,2018.0,1551061917.0,1551061917.0,74.92,55.58,72.33,126983.9223,67.61,6155007.607142857,6155007.607142857,247483,
001078,ABT,2019-12-31,2019.0,1296306947.0,1296306947.0,89.24,65.5,86.86,153091.0106,80.53333333333335,5144075.186507937,5144075.186507937,247483,
001078,ABT,2020-12-31,2020.0,1691610732.0,1691610732.0,115.14,61.61,109.49,193931.9727,95.41333333333334,6712741.0,6712741.0,247483,
001078,ABT,2021-12-31,2021.0,1346601352.0,1346601352.0,142.6,105.36,140.74,248276.9007,129.56666666666666,5343656.158730159,5343656.158730159,247483,
001078,ABT,2022-12-31,2022.0,1384006025.0,1384006025.0,139.8301,93.25,109.79,190792.5131,114.29003333333333,5492087.400793651,5492087.400793651,247483,
001078,ABT,2023-12-31,2023.0,1292513993.0,1292513993.0,115.83,89.674,110.07,190869.7453,105.19133333333332,5129023.781746032,5129023.781746032,247483,
001111,ATVI.1,2005-03-31,2004.0,587867060.0,805599987.1579,20.5,11.38,20.18,2975.2588,17.353333333333335,2332805.793650794,3196825.3458646825,24281,
001111,ATVI.1,2006-03-31,2005.0,1065556292.0014,1090979329.6466,18.03,10.193009644112,13.74,3820.1196,13.987669881370666,4228397.98413254,4329283.054153175,24281,
